InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
544037,22348,TEA BAG PLATE RED RETROSPOT,24,2/15/2011 11:31,0.85,14961.0,United Kingdom
566625,35933,PINK STOCKING CHRISTMAS DECORATION,10,9/14/2011 9:38,0.38,14911.0,EIRE
574103,23460,SWEETHEART WALL TIDY ,2,11/3/2011 10:30,9.95,13636.0,United Kingdom
580914,21756,BATH BUILDING BLOCK WORD,3,12/6/2011 13:42,6.25,14871.0,United Kingdom
565664,21060,PARTY INVITES BALLOON GIRL,6,9/5/2011 17:36,0.85,13211.0,United Kingdom
572103,20749,ASSORTED COLOUR MINI CASES,1,10/20/2011 15:57,7.95,17571.0,United Kingdom
569148,22113,GREY HEART HOT WATER BOTTLE,4,9/30/2011 15:52,4.25,16613.0,United Kingdom
544808,21121,SET/10 RED POLKADOT PARTY CANDLES,2,2/23/2011 15:11,1.25,14562.0,United Kingdom
557644,22341,LOVE GARLAND PAINTED ZINC ,1,6/21/2011 17:06,3.29,,United Kingdom
538374,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1,12/12/2010 11:17,0.85,14159.0,United Kingdom
567890,22555,PLASTERS IN TIN STRONGMAN,12,9/22/2011 15:40,1.65,14125.0,United Kingdom
547556,85031A,ROMANTIC IMAGES SCRAP BOOK SET,1,3/23/2011 16:45,4.95,17250.0,United Kingdom
575739,21901,"KEY FOB , BACK DOOR ",2,11/11/2011 9:05,1.63,,United Kingdom
581476,21175,GIN AND TONIC DIET METAL SIGN,48,12/9/2011 8:48,2.08,12433.0,Norway
577228,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,12,11/18/2011 12:07,0.42,12391.0,Cyprus
548505,22607,WOODEN ROUNDERS GARDEN SET ,1,3/31/2011 14:34,20.79,,United Kingdom
577078,22960,JAM MAKING SET WITH JARS,1,11/17/2011 15:17,8.29,,United Kingdom
562166,21209,MULTICOLOUR HONEYCOMB FAN,12,8/3/2011 12:10,0.39,13209.0,United Kingdom
565453,22629,SPACEBOY LUNCH BOX ,12,9/4/2011 16:05,1.95,15136.0,United Kingdom
545333,21398,RED POLKADOT COFFEE  MUG,2,3/1/2011 16:22,4.13,,United Kingdom
570690,22574,HEART WOODEN CHRISTMAS DECORATION,3,10/11/2011 16:37,1.63,,United Kingdom
572291,22624,IVORY KITCHEN SCALES,2,10/23/2011 12:46,8.5,16931.0,United Kingdom
556237,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,6/9/2011 15:34,16.63,,United Kingdom
559698,23255,CHILDRENS CUTLERY CIRCUS PARADE,2,7/11/2011 17:07,4.15,17589.0,United Kingdom
543367,21257,VICTORIAN SEWING BOX MEDIUM,2,2/7/2011 14:33,7.95,18225.0,United Kingdom
574474,21383,PACK OF 12 STICKY BUNNIES,1,11/4/2011 12:05,0.65,17979.0,United Kingdom
559894,84992,72 SWEETHEART FAIRY CAKE CASES,1,7/13/2011 12:06,0.55,14159.0,United Kingdom
563036,22563,HAPPY STENCIL CRAFT,12,8/11/2011 14:55,1.25,14868.0,United Kingdom
543246,22780,LIGHT GARLAND BUTTERFILES PINK,1,2/4/2011 14:14,4.25,17315.0,United Kingdom
561080,21112,SWISS ROLL TOWEL PINK  SPOTS,2,7/24/2011 16:13,2.95,,United Kingdom
541423,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,1/17/2011 17:54,4.13,,United Kingdom
557960,22588,CARD HOLDER GINGHAM HEART,1,6/23/2011 19:46,2.89,15453.0,United Kingdom
550316,22748,POPPY'S PLAYHOUSE KITCHEN,12,4/17/2011 11:45,2.1,16193.0,United Kingdom
545150,21916,SET 12 RETRO WHITE CHALK STICKS,24,2/28/2011 12:27,0.42,14227.0,United Kingdom
570103,84946,ANTIQUE SILVER T-LIGHT GLASS,6,10/7/2011 12:18,1.25,15719.0,United Kingdom
568428,22556,PLASTERS IN TIN CIRCUS PARADE ,1,9/27/2011 11:27,1.65,14419.0,United Kingdom
560601,22138,BAKING SET 9 PIECE RETROSPOT ,1,7/19/2011 17:17,4.95,16764.0,United Kingdom
547062,37370,RETRO COFFEE MUGS ASSORTED,2,3/20/2011 13:28,1.25,16728.0,United Kingdom
569261,22560,TRADITIONAL MODELLING CLAY,5,10/3/2011 11:34,1.25,17321.0,United Kingdom
546950,22357,KINGS CHOICE BISCUIT TIN,2,3/18/2011 11:24,4.25,16511.0,United Kingdom
578506,22187,GREEN CHRISTMAS TREE CARD HOLDER,6,11/24/2011 13:01,1.95,17458.0,United Kingdom
581252,22544,MINI JIGSAW SPACEBOY,24,12/8/2011 11:02,0.42,14129.0,United Kingdom
552671,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,5/10/2011 15:06,7.46,,United Kingdom
576837,21098,CHRISTMAS TOILET ROLL,1,11/16/2011 15:16,2.46,,United Kingdom
581500,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,12/9/2011 10:45,8.95,15344.0,United Kingdom
567817,20677,PINK POLKADOT BOWL,2,9/22/2011 12:41,1.25,15005.0,United Kingdom
548410,23010,CIRCUS PARADE BABY GIFT SET,6,3/31/2011 10:29,14.95,12731.0,France
540530,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,1/9/2011 14:02,4.95,14755.0,United Kingdom
573585,23311,VINTAGE CHRISTMAS STOCKING ,5,10/31/2011 14:41,4.96,,United Kingdom
542624,21157,RED RETROSPOT WASHBAG,1,1/31/2011 9:48,4.13,,United Kingdom
558709,23127,FELTCRAFT GIRL NICOLE KIT,2,7/1/2011 13:02,4.95,17338.0,United Kingdom
560090,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,7/14/2011 16:46,3.29,,United Kingdom
558475,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,6/29/2011 15:58,14.13,,United Kingdom
552662,21931,JUMBO STORAGE BAG SUKI,2,5/10/2011 15:04,4.13,,United Kingdom
557621,21735,TWO DOOR CURIO CABINET,2,6/21/2011 14:00,12.75,12444.0,Norway
C537383,21658,GLASS  BEURRE DISH,-1,12/6/2010 13:17,3.95,16550.0,United Kingdom
561195,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,7/25/2011 13:57,0.85,14796.0,United Kingdom
575087,22754,SMALL RED BABUSHKA NOTEBOOK ,1,11/8/2011 13:57,0.85,16549.0,United Kingdom
541421,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1,1/17/2011 17:44,3.29,,United Kingdom
568719,20961,STRAWBERRY BATH SPONGE ,1,9/28/2011 16:19,2.46,,United Kingdom
554682,22189,CREAM HEART CARD HOLDER,2,5/25/2011 16:08,3.95,14085.0,United Kingdom
573245,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,10/28/2011 12:08,1.69,17841.0,United Kingdom
574937,48194,DOORMAT HEARTS,2,11/7/2011 17:08,8.25,15344.0,United Kingdom
578103,84946,ANTIQUE SILVER T-LIGHT GLASS,72,11/23/2011 8:42,1.06,17554.0,United Kingdom
581420,22738,RIBBON REEL SNOWY VILLAGE,10,12/8/2011 15:09,1.65,16358.0,United Kingdom
578262,20726,LUNCH BAG WOODLAND,2,11/23/2011 13:27,1.65,18283.0,United Kingdom
579991,85015,SET OF 12  VINTAGE POSTCARD SET,24,12/1/2011 11:20,0.65,13159.0,United Kingdom
579916,23080,RED METAL BOX TOP SECRET,32,12/1/2011 8:57,7.5,15187.0,United Kingdom
541138,22385,JUMBO BAG SPACEBOY DESIGN,10,1/14/2011 10:42,1.95,12553.0,France
578270,22023,EMPIRE BIRTHDAY CARD,2,11/23/2011 13:39,0.83,14096.0,United Kingdom
545188,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3,2/28/2011 15:19,0.42,14056.0,United Kingdom
574308,20765,CHRYSANTHEMUM SKETCHBOOK ,1,11/3/2011 16:45,3.75,16409.0,United Kingdom
577549,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,11/20/2011 15:00,1.69,17841.0,United Kingdom
565847,22637,PIGGY BANK RETROSPOT ,1,9/7/2011 12:44,5.79,,United Kingdom
567878,23188,VINTAGE  2 METER FOLDING RULER,2,9/22/2011 14:42,1.65,16910.0,United Kingdom
565117,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,9/1/2011 11:33,1.65,13089.0,United Kingdom
562450,22752,SET 7 BABUSHKA NESTING BOXES,6,8/5/2011 8:40,8.5,12562.0,France
541827,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,2,1/21/2011 17:05,2.46,,United Kingdom
C536814,72799E,IVORY PILLAR CANDLE SILVER FLOCK,-6,12/2/2010 17:03,2.95,13958.0,United Kingdom
552186,23298,SPOTTY BUNTING,9,5/6/2011 13:53,4.95,12921.0,United Kingdom
556093,20712,JUMBO BAG WOODLAND ANIMALS,7,6/8/2011 15:26,4.13,,United Kingdom
555859,21677,HEARTS  STICKERS,12,6/7/2011 14:22,0.85,17987.0,United Kingdom
C564279,23064,CINDERELLA CHANDELIER ,-3,8/24/2011 10:54,49.95,17706.0,United Kingdom
541686,22831,WHITE BROCANTE SOAP DISH,6,1/20/2011 15:42,2.95,16912.0,United Kingdom
545232,22149,FELTCRAFT 6 FLOWER FRIENDS,6,3/1/2011 10:19,2.1,15676.0,United Kingdom
563839,21907,I'M ON HOLIDAY METAL SIGN,12,8/19/2011 13:24,2.1,16828.0,United Kingdom
571653,51014A,"FEATHER PEN,HOT PINK",48,10/18/2011 12:17,0.39,14298.0,United Kingdom
562933,84378,SET OF 3 HEART COOKIE CUTTERS,1,8/10/2011 16:51,2.46,,United Kingdom
550193,22423,REGENCY CAKESTAND 3 TIER,4,4/15/2011 9:27,12.75,13952.0,United Kingdom
578943,22457,NATURAL SLATE HEART CHALKBOARD ,12,11/27/2011 13:35,2.95,15009.0,United Kingdom
578027,23266,SET OF 3 WOODEN STOCKING DECORATION,24,11/22/2011 13:29,1.25,15977.0,United Kingdom
555115,79321,CHILLI LIGHTS,5,5/31/2011 14:58,12.46,,United Kingdom
577519,23321,SMALL WHITE HEART OF WICKER,9,11/20/2011 13:20,1.65,15044.0,United Kingdom
537772,22091,EMPIRE TISSUE BOX,1,12/8/2010 12:35,1.25,18043.0,United Kingdom
562928,23188,VINTAGE  2 METER FOLDING RULER,12,8/10/2011 15:29,1.65,15494.0,United Kingdom
577086,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,11/17/2011 15:50,0.29,16070.0,United Kingdom
577504,21733,RED HANGING HEART T-LIGHT HOLDER,2,11/20/2011 12:36,2.95,14159.0,United Kingdom
579689,22429,ENAMEL MEASURING JUG CREAM,2,11/30/2011 14:00,4.25,14606.0,United Kingdom
580318,23203,JUMBO BAG VINTAGE DOILY ,10,12/2/2011 15:39,2.08,17686.0,United Kingdom
572552,22689,DOORMAT MERRY CHRISTMAS RED ,3,10/24/2011 17:07,16.63,14096.0,United Kingdom
566771,22113,GREY HEART HOT WATER BOTTLE,4,9/15/2011 9:34,4.25,15322.0,United Kingdom
560434,22778,GLASS CLOCHE SMALL,1,7/18/2011 15:56,8.29,,United Kingdom
565865,22726,ALARM CLOCK BAKELIKE GREEN,12,9/7/2011 15:07,3.75,12637.0,France
560446,23294,SET OF 6 SNACK LOAF BAKING CASES,128,7/19/2011 9:10,0.72,14156.0,EIRE
541497,85116,BLACK CANDELABRA T-LIGHT HOLDER,1,1/18/2011 15:19,1.63,,United Kingdom
C565044,11001,ASSTD DESIGN RACING CAR PEN,-180,8/31/2011 17:02,1.27,12931.0,United Kingdom
559052,84991,60 TEATIME FAIRY CAKE CASES,4,7/5/2011 16:53,1.25,,United Kingdom
557112,21679,SKULLS  STICKERS,2,6/16/2011 16:31,1.63,,United Kingdom
546769,22465,HANGING METAL STAR LANTERN,12,3/16/2011 14:57,1.65,17504.0,United Kingdom
566571,23298,SPOTTY BUNTING,6,9/13/2011 12:49,4.95,17037.0,United Kingdom
540397,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,1/6/2011 18:57,1.25,13187.0,United Kingdom
564168,84596F,SMALL MARSHMALLOWS PINK BOWL,2,8/23/2011 13:51,0.42,16794.0,United Kingdom
551250,23207,LUNCH BAG ALPHABET DESIGN,1,4/27/2011 12:00,1.65,17841.0,United Kingdom
568350,90201A,PURPLE ENAMEL FLOWER RING,18,9/26/2011 15:35,2.95,12612.0,Germany
577296,47594A,CAROUSEL DESIGN WASHBAG,1,11/18/2011 12:47,1.95,17286.0,United Kingdom
556080,21239,PINK  POLKADOT CUP,5,6/8/2011 15:21,1.63,,United Kingdom
561219,21880,RED RETROSPOT TAPE,24,7/26/2011 8:51,0.65,18180.0,United Kingdom
549746,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,24,4/12/2011 10:38,2.55,15251.0,United Kingdom
580115,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,12/1/2011 16:22,4.13,,United Kingdom
567668,23397,FOOT STOOL HOME SWEET HOME ,4,9/21/2011 15:29,19.96,,United Kingdom
553220,23201,JUMBO BAG ALPHABET,10,5/16/2011 9:57,2.08,13319.0,United Kingdom
566087,23112,PARISIENNE CURIO CABINET,2,9/9/2011 10:24,7.5,13319.0,United Kingdom
556013,21662,,-17,6/8/2011 11:46,0.0,,United Kingdom
581149,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,12/7/2011 14:12,3.29,15471.0,United Kingdom
579561,21210,SET OF 72 RETROSPOT PAPER  DOILIES,3,11/30/2011 11:32,1.45,16115.0,United Kingdom
555397,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1,6/2/2011 17:26,8.29,,United Kingdom
562145,82494L,WOODEN FRAME ANTIQUE WHITE ,6,8/3/2011 10:45,2.95,17656.0,United Kingdom
545999,20719,WOODLAND CHARLOTTE BAG,10,3/8/2011 14:44,0.85,13089.0,United Kingdom
548353,22553,PLASTERS IN TIN SKULLS,12,3/30/2011 15:05,1.65,15980.0,United Kingdom
566950,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,9/15/2011 16:34,1.45,17594.0,United Kingdom
559298,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,7/7/2011 12:38,0.85,12471.0,Germany
539324,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,12/16/2010 19:51,1.95,14985.0,United Kingdom
547987,21398,RED POLKADOT COFFEE  MUG,48,3/29/2011 9:11,0.39,17428.0,United Kingdom
555633,22983,CARD BILLBOARD FONT,12,6/6/2011 12:22,0.42,14534.0,United Kingdom
577773,21098,CHRISTMAS TOILET ROLL,2,11/21/2011 15:57,1.25,16712.0,United Kingdom
547964,21400,RED PUDDING SPOON,1,3/28/2011 15:45,0.42,,United Kingdom
557117,22670,FRENCH WC SIGN BLUE METAL,12,6/16/2011 17:04,1.25,14849.0,United Kingdom
570790,22147,FELTCRAFT BUTTERFLY HEARTS,12,10/12/2011 11:55,1.45,13575.0,United Kingdom
571544,47566,PARTY BUNTING,2,10/17/2011 16:53,4.95,17757.0,United Kingdom
570448,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,10/10/2011 14:55,2.95,13224.0,United Kingdom
545082,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2/28/2011 10:37,4.95,16992.0,United Kingdom
556803,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3,6/14/2011 14:57,6.63,,United Kingdom
580115,22425,ENAMEL COLANDER CREAM,1,12/1/2011 16:22,9.96,,United Kingdom
563613,22343,PARTY PIZZA DISH RED RETROSPOT,12,8/18/2011 8:49,0.85,12688.0,Israel
573151,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,10/27/2011 20:09,6.95,17602.0,United Kingdom
577539,21818,GLITTER HEART DECORATION,36,11/20/2011 14:24,0.39,14547.0,United Kingdom
567099,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,9/16/2011 13:31,3.29,15311.0,United Kingdom
549021,22381,TOY TIDY PINK POLKADOT,5,4/5/2011 16:13,2.1,13468.0,United Kingdom
545667,90184C,BLACK CHUNKY BEAD BRACELET W STRAP,1,3/4/2011 16:07,9.15,,United Kingdom
568346,21809,CHRISTMAS HANGING TREE WITH BELL,1,9/26/2011 15:28,2.46,14096.0,United Kingdom
544398,21755,LOVE BUILDING BLOCK WORD,2,2/18/2011 12:27,5.95,15311.0,United Kingdom
578074,23322,LARGE WHITE HEART OF WICKER,1,11/22/2011 16:06,2.95,17590.0,United Kingdom
574315,20749,ASSORTED COLOUR MINI CASES,12,11/3/2011 17:53,6.35,17076.0,United Kingdom
581352,22675,FRENCH KITCHEN SIGN BLUE METAL,2,12/8/2011 12:26,1.25,14698.0,United Kingdom
574896,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,11/7/2011 14:51,1.65,17014.0,United Kingdom
577831,23207,LUNCH BAG ALPHABET DESIGN,10,11/22/2011 10:17,1.65,16748.0,United Kingdom
565234,23301,GARDENERS KNEELING PAD KEEP CALM ,1,9/2/2011 9:38,3.29,,United Kingdom
544598,22629,SPACEBOY LUNCH BOX ,1,2/21/2011 18:10,4.13,,United Kingdom
577768,23236,STORAGE TIN VINTAGE DOILY ,1,11/21/2011 15:18,5.79,,United Kingdom
562893,22467,GUMBALL COAT RACK,6,8/10/2011 12:25,2.55,17442.0,United Kingdom
574481,22142,CHRISTMAS CRAFT WHITE FAIRY ,1,11/4/2011 12:45,1.45,18022.0,United Kingdom
557632,22663,JUMBO BAG DOLLY GIRL DESIGN,10,6/21/2011 15:07,2.08,17420.0,United Kingdom
571441,84596F,SMALL MARSHMALLOWS PINK BOWL,10,10/17/2011 13:31,0.83,14096.0,United Kingdom
562233,22295,HEART FILIGREE DOVE LARGE,2,8/3/2011 14:54,1.65,14972.0,United Kingdom
574484,85152,HAND OVER THE CHOCOLATE   SIGN ,12,11/4/2011 12:50,2.1,14388.0,United Kingdom
577733,23367,SET 12 COLOUR PENCILS SPACEBOY ,6,11/21/2011 13:10,0.65,15163.0,United Kingdom
559919,23120,PACK OF 6 SMALL FRUIT STRAWS,288,7/13/2011 15:30,0.36,12415.0,Australia
567673,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,9/21/2011 15:43,10.79,,United Kingdom
575607,22174,PHOTO CUBE,6,11/10/2011 12:37,3.29,14096.0,United Kingdom
540524,22082,RIBBON REEL STRIPES DESIGN ,5,1/9/2011 12:53,1.65,16735.0,United Kingdom
579512,22994,TRAVEL CARD WALLET RETROSPOT,4,11/29/2011 16:47,0.83,,United Kingdom
563564,22297,HEART IVORY TRELLIS SMALL,24,8/17/2011 14:11,1.25,16633.0,United Kingdom
548194,22030,SWALLOWS GREETING CARD,1,3/29/2011 15:30,0.83,,United Kingdom
C551018,20712,JUMBO BAG WOODLAND ANIMALS,-2,4/26/2011 11:19,1.95,12705.0,Germany
572741,23583,LUNCH BAG PAISLEY PARK  ,10,10/25/2011 15:47,1.65,14341.0,United Kingdom
542895,17003,BROCADE RING PURSE ,36,2/1/2011 13:47,0.21,14549.0,United Kingdom
580367,22593,CHRISTMAS GINGHAM STAR,6,12/2/2011 16:39,1.63,,United Kingdom
543555,22624,IVORY KITCHEN SCALES,2,2/10/2011 10:18,8.5,17686.0,United Kingdom
570855,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,10/12/2011 14:56,1.45,17314.0,United Kingdom
542080,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,1/25/2011 12:16,1.25,13815.0,Germany
544846,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2/24/2011 11:11,2.95,16719.0,United Kingdom
570019,23396,LE JARDIN BOTANIQUE CUSHION COVER,1,10/7/2011 10:13,3.75,17841.0,United Kingdom
581219,21993,FLORAL FOLK STATIONERY SET,7,12/8/2011 9:28,2.46,,United Kingdom
550515,85049F,BABY BOOM RIBBONS ,1,4/18/2011 17:29,1.25,14502.0,United Kingdom
544676,85178,VICTORIAN SEWING KIT,1,2/22/2011 16:03,1.25,17841.0,United Kingdom
546406,20707,CRAZY DAISY HEART DECORATION,1,3/11/2011 16:21,0.83,,United Kingdom
559506,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,7/8/2011 15:17,3.29,,United Kingdom
561900,22993,SET OF 4 PANTRY JELLY MOULDS,4,7/31/2011 15:31,1.25,16655.0,United Kingdom
558459,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2,6/29/2011 14:20,0.85,15334.0,United Kingdom
C575580,23487,SWEET HEART CAKE CARRIER,-1,11/10/2011 11:51,9.95,13599.0,United Kingdom
556509,23242,TREASURE TIN BUFFALO BILL ,6,6/13/2011 10:33,2.08,12708.0,Germany
575177,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,11/8/2011 18:41,4.13,,United Kingdom
577700,21616,4 PEAR BOTANICAL DINNER CANDLES,3,11/21/2011 12:06,1.25,14449.0,United Kingdom
537646,22926,IVORY GIANT GARDEN THERMOMETER,2,12/7/2010 15:39,5.95,17591.0,United Kingdom
571065,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,8,10/13/2011 14:59,4.95,12613.0,Germany
C579926,23204,CHARLOTTE BAG APPLES DESIGN,-2,12/1/2011 9:19,0.72,14389.0,United Kingdom
570458,23286,BLUE VINTAGE SPOT BEAKER,2,10/10/2011 15:39,0.85,14535.0,United Kingdom
552265,23060,HEART BEADED TRELLIS DECORATION,12,5/8/2011 11:41,2.08,14161.0,United Kingdom
567111,21181,PLEASE ONE PERSON METAL SIGN,12,9/16/2011 13:37,2.1,17663.0,United Kingdom
569714,71496A,A4 WALL TIDY BLUE OFFICE,5,10/5/2011 17:28,0.53,18033.0,United Kingdom
544677,21390,FILIGRIS HEART WITH BUTTERFLY,4,2/22/2011 16:13,1.25,18196.0,United Kingdom
538524,20713,JUMBO BAG OWLS,1,12/13/2010 9:35,4.21,,United Kingdom
557213,82482,WOODEN PICTURE FRAME WHITE FINISH,6,6/17/2011 12:16,2.55,15021.0,United Kingdom
545445,22302,COFFEE MUG PEARS  DESIGN,6,3/2/2011 16:26,2.55,17738.0,United Kingdom
575176,22602,RETROSPOT WOODEN HEART DECORATION,2,11/8/2011 18:29,1.63,,United Kingdom
575930,21947,SET OF 6 HEART CHOPSTICKS,2,11/11/2011 17:58,2.46,,United Kingdom
552042,21843,RED RETROSPOT CAKE STAND,4,5/6/2011 9:00,10.95,13952.0,United Kingdom
537603,22158,3 HEARTS HANGING DECORATION RUSTIC,8,12/7/2010 12:49,2.95,14673.0,United Kingdom
581492,22553,PLASTERS IN TIN SKULLS,2,12/9/2011 10:03,3.29,,United Kingdom
570818,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,10/12/2011 12:47,2.08,17841.0,United Kingdom
541655,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,1/20/2011 12:04,12.75,14779.0,United Kingdom
542215,22718,CARD CAT AND TREE ,12,1/26/2011 12:27,0.42,12472.0,Germany
578817,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,11/25/2011 13:45,0.29,16764.0,United Kingdom
541253,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,1/16/2011 13:51,0.85,17841.0,United Kingdom
566985,23199,JUMBO BAG APPLES,8,9/16/2011 10:42,4.13,,United Kingdom
565236,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,9/2/2011 9:45,4.15,14276.0,United Kingdom
567805,22147,FELTCRAFT BUTTERFLY HEARTS,6,9/22/2011 12:15,1.45,12854.0,United Kingdom
541855,22508,DOORSTOP RETROSPOT HEART,1,1/23/2011 14:59,3.75,13742.0,United Kingdom
569046,22337,ANGEL DECORATION PAINTED ZINC ,24,9/30/2011 10:48,0.65,14422.0,United Kingdom
546884,22241,GARLAND WOODEN HAPPY EASTER,1,3/17/2011 18:08,2.46,,United Kingdom
550128,22979,PANTRY WASHING UP BRUSH,1,4/14/2011 13:13,1.45,,United Kingdom
576645,22621,TRADITIONAL KNITTING NANCY,12,11/16/2011 10:14,1.65,16245.0,United Kingdom
553710,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,5/18/2011 15:35,1.95,17338.0,United Kingdom
546385,22457,NATURAL SLATE HEART CHALKBOARD ,48,3/11/2011 13:13,2.55,16652.0,United Kingdom
576837,22130,PARTY CONE CHRISTMAS DECORATION ,6,11/16/2011 15:16,1.38,,United Kingdom
558933,22992,REVOLVER WOODEN RULER ,24,7/5/2011 10:39,1.95,16098.0,United Kingdom
578260,23316,RED REFECTORY CLOCK ,2,11/23/2011 13:15,9.95,17469.0,United Kingdom
581498,21874,GIN AND TONIC MUG,2,12/9/2011 10:26,3.29,,United Kingdom
553411,22382,LUNCH BAG SPACEBOY DESIGN ,10,5/17/2011 9:28,1.65,12714.0,France
549568,22296,HEART IVORY TRELLIS LARGE,12,4/10/2011 15:09,1.65,15665.0,United Kingdom
536821,22197,SMALL POPCORN HOLDER,5,12/2/2010 17:17,0.85,17757.0,United Kingdom
545512,22138,BAKING SET 9 PIECE RETROSPOT ,6,3/3/2011 12:00,4.25,17389.0,United Kingdom
538094,22824,3 TIER SWEETHEART GARDEN SHELF,1,12/9/2010 14:50,35.95,13117.0,United Kingdom
571937,21243,PINK  POLKADOT PLATE ,8,10/20/2011 9:28,1.69,14911.0,EIRE
561708,21257,VICTORIAN SEWING BOX MEDIUM,2,7/29/2011 11:28,7.95,13575.0,United Kingdom
552508,21894,POTTING SHED SEED ENVELOPES,1,5/9/2011 16:27,2.46,,United Kingdom
571441,21739,COSY SLIPPER SHOES SMALL GREEN,2,10/17/2011 13:31,2.46,14096.0,United Kingdom
546917,20749,ASSORTED COLOUR MINI CASES,2,3/18/2011 9:17,7.95,14911.0,EIRE
566561,22384,LUNCH BAG PINK POLKADOT,10,9/13/2011 12:13,1.65,18145.0,United Kingdom
575842,22081,RIBBON REEL FLORA + FAUNA ,5,11/11/2011 12:01,1.65,15024.0,United Kingdom
554514,20981,12 PENCILS TALL TUBE WOODLAND,2,5/24/2011 15:58,1.63,,United Kingdom
554103,16216,LETTER SHAPE PENCIL SHARPENER,5,5/22/2011 13:51,0.16,15555.0,United Kingdom
566033,22810,SET OF 6 T-LIGHTS SNOWMEN,1,9/8/2011 13:07,2.95,16031.0,United Kingdom
558904,22564,ALPHABET STENCIL CRAFT,1,7/4/2011 16:18,2.46,,United Kingdom
555921,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,6/7/2011 16:42,1.65,15449.0,United Kingdom
552530,22908,PACK OF 20 NAPKINS RED APPLES,12,5/10/2011 8:58,0.85,13055.0,United Kingdom
570410,23188,VINTAGE  2 METRE FOLDING RULER,1,10/10/2011 13:04,1.65,16776.0,United Kingdom
545657,22748,POPPY'S PLAYHOUSE KITCHEN,6,3/4/2011 14:02,2.1,14911.0,EIRE
538307,21454,PAINTED PINK RABBIT ,2,12/10/2010 13:27,0.85,14667.0,United Kingdom
556521,22795,SWEETHEART RECIPE BOOK STAND,2,6/13/2011 11:15,6.75,14573.0,United Kingdom
579132,22694,WICKER STAR ,1,11/28/2011 12:35,2.1,15022.0,United Kingdom
552678,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,5/10/2011 15:08,4.13,,United Kingdom
559774,22175,PINK OWL SOFT TOY,2,7/12/2011 11:37,2.95,18122.0,United Kingdom
552281,22619,SET OF 6 SOLDIER SKITTLES,2,5/8/2011 12:42,3.75,15704.0,United Kingdom
564760,20728,LUNCH BAG CARS BLUE,1,8/30/2011 10:47,4.13,,United Kingdom
550953,21257,VICTORIAN SEWING BOX MEDIUM,1,4/21/2011 16:17,15.79,,United Kingdom
581439,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,12/8/2011 16:30,2.46,,United Kingdom
581217,22107,PIZZA PLATE IN BOX,11,12/8/2011 9:20,3.29,,United Kingdom
